No.,Station Id,Avg. Test Fees,Station Name,Address,City,ZIP,Phone Number,Price,Tax,On the Spot Registration,Registration/Sticker Fee,Service Type,Detailed Information
366,1535,$30,MERCEDES-BENZ OF DRAPER,11548 S LONE PEAK PKWY,DRAPER,84020,801-222-4400,31,0,No,NA,TestAndRepair,Na
367,1537,$20,KIMBALL PROPERTY MAINT,12717 S 125 E,DRAPER,84020,801-571-3351,NA,0,NA,NA,NA,Na
368,1538,$11,GARCIA AUTOMOTIVE,3994 S 300 W #64,MILLCREEK,84107,801-814-9812,NA,0,NA,NA,NA,Na
369,1540,$20,NEW LEVEL PERFORMANCE EX,208 W PARAMOUNT AVE,SALT LAKE CITY,84115,801-833-9341,20,0,Yes,10,TestAndRepair,Na
370,1541,$35,SUNBURST AUTOMOTIVE SVC,1760 S STATE ST,SALT LAKE CITY,84115,801-466-3333,35,0,NA,NA,TestAndRepair,Na
371,1543,$35,2 MECHANICS TRUCK & AUTO,1604 W 7800 S,WEST JORDAN,84088,801-561-1030,NA,0,NA,NA,NA,Na
372,1544,$17,TECH MOTORS,7930 S STATE ST,MIDVALE,84047,385-337-1820,30,0,No,NA,TestAndRepair,Na
373,1545,$40,JIFFY LUBE NO 3851,7087 S BINGHAM JUNCTION BLVD,MIDVALE,84047,801-260-5057,NA,0,NA,NA,NA,Na
374,1546,$25,QUALITY AUTO,3575 S WEST TEMPLE ST,SALT LAKE CITY,84115,CLOSED,Na,Na,Na,Na,Na,Na
375,1547,$34,MPG CAR CARE,9356 S STATE ST,SANDY,84070,801-878-4285,35,0,No,NA,TestAndRepair,Na
376,1548,$22,CURT'S CAR WASH,9251 S 1300 E,SANDY,84094,801-984-0202,29,0,No,NA,TestOnly,Na
377,1550,$30,K & S AUTOMOTIVE,4608 W 4100 S,WEST VALLEY CITY,84120,801-840-5000,25,0,Yes,10,TestAndRepair,Na
378,1551,$15,RUSH DIESEL & AUTOMOTIVE,7936 S STATE ST,MIDVALE,84047,801-565-3634,NA,0,NA,NA,NA,Na
379,1552,$28,EQUITY AUTO,2437 S 3270 W,WEST VALLEY CITY,84119,801-906-8486,40,0,Yes,10,TestAndRepair,Na
380,1553,$37,SUPERIOR AUTO REPAIR,3555 S 700 W #D,SALT LAKE CITY,84119,801-486-0905,38,0,Yes,10,TestAndRepair,Na
381,1554,$20,BIZ AUTO,3999 S MAIN ST NG,SALT LAKE CITY,84107,Na,Na,Na,Na,Na,Na,Na
382,1555,$20,ALLIANCE AUTO GROUP LLC,7291 S STATE ST UNIT 2,MIDVALE,84047,801-738-4444,24.95,0,Yes,10,TestAndRepair,Na
383,1557,$27,SANDY CITY CORP - FLEET,8775 S 700 W,SANDY,84070,801-568-2999,NA,0,NA,NA,NA,Na
384,1558,$30,AA AUTO REPAIR,4301 W 3500 S,WEST VALLEY CITY,84120,801-502-8079,NA,0,NA,NA,NA,Na
385,1559,$34,J & D AUTO REPAIR,634 W CENTER ST,MIDVALE,84047,801-808-9895,35,0,No,NA,TestAndRepair,Na
386,1561,$37,WARNER VANS OF UTAH,5396 W 2400 S,WEST VALLEY CITY,84120,801-956-2700,NA,0,NA,NA,NA,Na
387,1562,$30,VIOC DRAPER,603 E 12300 S,DRAPER,84020,801-523-3342,30,0,NA,NA,TestAndRepair,Na
388,1563,$75,INTEGRITY FIRST AUTOMOTIV,8020 S 1300 W,WEST JORDAN,84088,801-352-0986,75,0,Yes,10,TestAndRepair,Na
389,1565,$22,GOLDEN LAND AUTOMOTIVE,3845 S STATE ST,SOUTH SALT LAKE,84115,801-613-0240,27,0,Yes,8,TestAndRepair,Na
390,1566,$34,MAGNA AUTO & TIRE CENTER,8120 W 3500 S,MAGNA,84044,801-432-8201,35,0,Yes,10,TestAndRepair,Na
391,1567,$28,KEN GARFF WVF,4091 W 3500 S,WEST VALLEY CITY,84120,801-559-0314,28.5,0,No,NA,TestAndRepair,Na
392,1568,$39,GREASE MONKEY,214 E 13800 S,DRAPER,84020,801-542-0366,35,0,Yes,10,TestAndRepair,Na
393,1569,$37,GREASE MONKEY,2928 S GLEN EAGLE DR,WEST VALLEY CITY,84128,801-969-0094,38,0,Yes,5,TestAndRepair,Na
394,1570,$35,LHM USED CAR SUPERMARKET,200 W 9000 S,SANDY,84070,801-553-5350,35,0,No,NA,TestAndRepair,Na
395,1571,$39,D & V AUTO REPAIR INC,3495 S 8400 W,MAGNA,84044,801-250-5742,40,0,No,NA,TestAndRepair,Na
396,1572,$32,GERMAN AUTO SPECIALISTS,1372 W 7800 S,WEST JORDAN,84088,801-432-8790,35,0,No,NA,TestAndRepair,Na
397,1573,$27,WEST AUTO SALES,3777 S REDWOOD RD,WEST VALLEY CITY,84119,801-904-2809,30,0,No,NA,TestAndRepair,Na
398,1574,$42,BIG O TIRES,3557 S 5600 W,WEST VALLEY CITY,84120,801-967-6404,40,0,No,NA,TestAndRepair,Na
399,1575,$30,RIVERS AUTO SOLUTIONS LLC,1010 W MARGARET AVE,SALT LAKE CITY,84104,801-999-1025,30,0,Yes,10,TestAndRepair,Na
400,1576,$33,MAGNA AUTOMOTIVE CENTER,8840 W MAGNA MAIN ST,MAGNA,84044,801-250-1747,35,0,Yes,7.5,TestAndRepair,Na
401,1577,$46,HAVOLINE XPRESS LUBE,9492 S HIGHLAND DR,SANDY,84092,801-816-1966,46,0,No,NA,TestAndRepair,Na
402,1578,$30,MEINEKE OF MURRAY,4670 S 900 E,MURRAY,84117,801-452-7153,35,0,No,NA,TestAndRepair,Na
403,1579,$25,V and C Auto Repair,3406 S Redwood Rd.,West Valley City,84119,385-474-6400,30,0,Yes,10,TestAndRepair,Na
404,1580,$35,INTERMOUNTAIN LIFT TRUCK,2530 W 1500 S,SALT LAKE CITY,84104,801-685-2535,35,0,No,NA,TestAndRepair,Na
405,1581,$21,AFG AUTO REPAIR,4651 S 500 W #10,MURRAY,84123,801-915-4502,25,0,Yes,10,TestAndRepair,Na
406,1582,$28,BLUE PISTON AUTO REPAIR,319 W VINE ST,MURRAY,84107,801-590-8311,30,0,Yes,10,TestAndRepair,Na
407,1583,$25,A & P PROMOBILE INC.,2212 S W TEMPLE #28,SALT LAKE CITY,84115,801-699-4089,30,0,Yes,10,TestAndRepair,Na
408,1584,$36,BB EMISSIONS,4832 S MURRAY BLVD,MURRAY,84123,801-641-6786,40,0,Yes,5,TestAndRepair,Na
409,1585,$39,TUNEX OF COTTONWOOD,6955 S GREENFIELD WAY,COTTONWOOD HEIGHTS,84121,801-943-3383,40,0,No,NA,TestAndRepair,Na
410,1586,$10,POLANCO SERVICES,3999 S MAIN STREET #6,MILLCREEK,84107,NA,NA,0,NA,NA,NA,Na
411,1587,$20,CARZONE AUTO CARE,1999 W 3500 S,WEST VALLEY CITY,84119,385-229-4838,NA,0,NA,NA,NA,Na
412,1588,$27,PATAGONIA AUTO SALES,377 W 5900 S,MURRAY,84107,801-419-0582,30,0,No,NA,TestAndRepair,Na
413,1589,$21,TJ CHAPMAN AUTO,2021 N REDWOOD RD #B,NORTH SALT LAKE,84116,801-456-9710,25,0,Yes,10,TestAndRepair,Na
414,1590,$35,CERTIFIED AUTOMOTIVE,3361 S WEST TEMPLE,SALT LAKE CITY,84115,801-484-0121,35,0,Yes,10,TestAndRepair,Na
415,1591,$15,BLUE STAR INSPECTIONS,640 W 7250 S,MIDVALE,84047,801-903-1701,NA,0,NA,NA,NA,Na
416,1592,$25,GUS PAULOS CHEVY,4050 W 3500 S,WEST VALLEY CITY,84120,801-758-8387,27,0,No,NA,TestAndRepair,Na
417,1593,$21,DANIEL'S EMISSIONS,79 W FREMONT AVE,SALT LAKE CITY,84101,801-450-8807,25,0,Yes,15,TestOnly,Na
418,1594,$31,FULTON AUTOMOTIVE,2755 E 3300 S,MILLCREEK,84109,801-466-4777,31,0,Yes,10,TestAndRepair,Na
419,1595,$31,CHAVEZ AUTO SALES,1520 S PIONEER RD,SALT LAKE CITY,84104,801-973-0078,31,0,No,NA,TestAndRepair,Na
420,1596,$34,BURT BROTHERS TIRE & SERV,204 E 300 S,SALT LAKE CITY,84111,801-363-6741,35,0,No,NA,TestAndRepair,Na
421,1597,$25,EL GARAGE AUTO SERVICE,5419 S 4015 W,TAYLORSVILLE,84129,801-836-0288,25,0,No,NA,TestAndRepair,Na
422,1598,$35,JEFFREY P DAVIS AUTOMOTIV,4707 S COMMERCE DR,MURRAY,84107,801-263-2002,35,0,No,NA,TestAndRepair,Na
423,1599,$31,BIG O TIRES,4646 S 900 E,SALT LAKE CITY,84117,801-262-4626,35,0,Yes,5,TestAndRepair,Na
424,1600,$34,EMISSIONS PLUS,1699 W NORTH TEMPLE ST,SALT LAKE CITY,84116,801-364-0215,35,0,Yes,10,TestAndRepair,Na
425,1601,$50,VALVOLINE INSTANT OIL,1065 E 9400 S,SANDY,84094,801-566-5188,50,0,No,NA,TestAndRepair,Na
426,4011,$27,KENWORTH SALES CO. INC.,2125 CONSTITUTION BLVD,WEST VALLEY,84119,801-487-4161,29,0,No,NA,TestAndRepair,Na
427,4013,$60,PRECISION TRUCK & TRAILER,1220 SO PIONEER RD,SALT LAKE CITY,84104,801-977-0891,60,0,No,NA,TestAndRepair,Na
428,4014,$93,UNITED DIESEL SERVICE INC,1905 SO PIONEER RD,SALT LAKE CITY,84104,801-972-2378,93,0,No,NA,TestAndRepair,Na
429,4021,$15,RYDER TRUCK RENTAL,3444 W DIRECTORS ROW,SALT LAKE CITY,84104,801-887-2200,Na,0,NA,NA,TestAndRepair,Na
430,4025,$40,FREIGHTLINER OF UTAH,2240 S 5370 W,WEST VALLEY CITY,84120,801-978-8000,45,0,NA,NA,TestAndRepair,Na
431,4044,$41,COMMERCIAL TRUCKS SALES &,2466 S 2570 W,WEST VALLEY,84119,801-974-5252,41,0,No,NA,TestAndRepair,Na
432,4045,$40,SEAGULL DIESEL REPAIR INC,2223 N REDWOOD RD,SALT LAKE CITY,84116,801-532-2846,40,0,Yes,10,TestAndRepair,Na
433,4053,$48,TIRE WORLD TRUCK CENTER,431 W 1500 SO,SALT LAKE CITY,84115,801-485-1940,50,0,NA,NA,TestAndRepair,Na
434,4055,$35,RUSH INTERNATIONAL TRUCK,964 SOUTH 3800 WEST,SALT LAKE CITY,84104,801-972-5320,37,0,NA,NA,TestAndRepair,Na
435,4056,$40,PETE'S DIESEL,5701 W 700 SO,SALT LAKE CITY,84104,801-973-6780,40,0,NA,NA,TestAndRepair,Na
,,,,,,,,,,,,,
